Month,Company Account,Merchant Account,Pricing Plan,Statement Number,Product/Service,Pricing Type,Statement Currency,Revenue,Costs,Margin
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,AcquiringService,asIs,AUD,0,0.69,-0.69
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,AcquiringService,blend,AUD,2041.75,82.87,1958.88
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,AcquiringService,interchange,AUD,0,426.52,-426.52
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,AcquiringService,ixMarkup,AUD,0,27.63,-27.63
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,AcquiringService,schemeFee,AUD,0,196.82,-196.82
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,NonTransactionalSchemeFee,asIs,AUD,6.24,6.24,0.00
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,ProcessingService,fee,AUD,0,153.06,-153.06
2025-04,OolioGroup,BEPOZ_POS_CASINO_CANBERRA,blend11,STM202504014837,SalesDayPayout,blend,AUD,0,24.80,-24.80
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,AcquiringService,asIs,AUD,0,0.78,-0.78
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,AcquiringService,blend,AUD,956.99,31.90,925.09
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,AcquiringService,interchange,AUD,0,234.73,-234.73
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,AcquiringService,ixMarkup,AUD,0,15.03,-15.03
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,AcquiringService,schemeFee,AUD,0,110.65,-110.65
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,NonTransactionalSchemeFee,asIs,AUD,1.28,1.28,0.00
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,ProcessingService,fee,AUD,0,86.70,-86.70
2025-04,OolioGroup,BEPOZ_POS_Capitol_Theatre,blend11,STM202504014829,SalesDayPayout,blend,AUD,0,11.62,-11.62
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,AcquiringService,asIs,AUD,0,2.05,-2.05
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,AcquiringService,blend,AUD,16293.41,2957.03,13336.38
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,AcquiringService,interchange,AUD,0,4618.93,-4618.93
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,AcquiringService,ixMarkup,AUD,0,293.78,-293.78
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,AcquiringService,schemeFee,AUD,0,1104.67,-1104.67
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,NonTransactionalSchemeFee,asIs,AUD,59.55,59.55,0.00
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,ProcessingService,fee,AUD,0,344.07,-344.07
2025-04,OolioGroup,BEPOZ_POS_Dry_Dock_Hotel,blend08,STM202504014879,SalesDayPayout,blend,AUD,0,218.42,-218.42
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,AcquiringService,asIs,AUD,0,0.02,-0.02
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,AcquiringService,blend,AUD,857.57,11.42,846.15
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,AcquiringService,interchange,AUD,0,177.64,-177.64
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,AcquiringService,ixMarkup,AUD,0,11.46,-11.46
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,AcquiringService,schemeFee,AUD,0,61.75,-61.75
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,NonTransactionalSchemeFee,asIs,AUD,2.82,2.82,0.00
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,ProcessingService,fee,AUD,0,55.86,-55.86
2025-04,OolioGroup,BEPOZ_POS_Jamberoo_Golf_Club,blend11,STM202504014839,SalesDayPayout,blend,AUD,0,10.42,-10.42
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AcquiringService,asIs,AUD,0,0.08,-0.08
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AcquiringService,blend,AUD,112.42,0.00,112.42
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AcquiringService,interchange,AUD,0,13.86,-13.86
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AcquiringService,ixMarkup,AUD,0,1.04,-1.04
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AcquiringService,schemeFee,AUD,0,6.13,-6.13
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,AuthenticationService,ixMarkup,AUD,0.06,0.06,0.00
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,NonTransactionalSchemeFee,asIs,AUD,0.03,0.03,0.00
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Greens_The_Entrance,blend09,STM202504014965,ProcessingService,fee,AUD,0,2.16,-2.16
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AcquiringService,asIs,AUD,0,0.41,-0.41
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AcquiringService,blend,AUD,980.17,6.39,973.78
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AcquiringService,interchange,AUD,0,84.23,-84.23
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AcquiringService,ixMarkup,AUD,0,14.53,-14.53
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AcquiringService,schemeFee,AUD,0,78.23,-78.23
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,AuthenticationService,ixMarkup,AUD,0.27,0.27,0.00
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,NonTransactionalSchemeFee,asIs,AUD,3.02,3.02,0.00
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,ProcessingService,fee,AUD,0,31.02,-31.02
2025-04,OolioGroup,Bepoz_ECOM_Mingara_Recreation_Club,blend09,STM202504014838,SalesDayPayout,blend,AUD,0,7.15,-7.15
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,AcquiringService,blend,AUD,135.00,0.00,135.00
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,AcquiringService,interchange,AUD,0,25.39,-25.39
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,AcquiringService,ixMarkup,AUD,0,2.02,-2.02
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,AcquiringService,schemeFee,AUD,0,14.15,-14.15
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,NonTransactionalSchemeFee,asIs,AUD,2.02,2.02,0.00
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,ProcessingService,fee,AUD,0,3.42,-3.42
2025-04,OolioGroup,Bepoz_ECOM_Ricketts_Point_Tea_House,blend09,STM202504014929,SalesDayPayout,blend,AUD,0,0.98,-0.98
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,AcquiringService,asIs,AUD,0,0.04,-0.04
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,AcquiringService,blend,AUD,270.25,6.68,263.57
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,AcquiringService,interchange,AUD,0,44.10,-44.10
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,AcquiringService,ixMarkup,AUD,0,3.89,-3.89
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,AcquiringService,schemeFee,AUD,0,27.45,-27.45
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,NonTransactionalSchemeFee,asIs,AUD,0.72,0.72,0.00
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,ProcessingService,fee,AUD,0,5.73,-5.73
2025-04,OolioGroup,Bepoz_ECOM_TheCodePizzaBar,blend09,STM202504014979,SalesDayPayout,blend,AUD,0,1.97,-1.97
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,AcquiringService,asIs,AUD,0,0.28,-0.28
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,AcquiringService,blend,AUD,3243.11,111.69,3131.42
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,AcquiringService,interchange,AUD,0,634.20,-634.20
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,AcquiringService,ixMarkup,AUD,0,47.13,-47.13
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,AcquiringService,schemeFee,AUD,0,206.40,-206.40
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,NonTransactionalSchemeFee,asIs,AUD,6.24,6.24,0.00
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,ProcessingService,fee,AUD,0,127.77,-127.77
2025-04,OolioGroup,Bepoz_POS_Bexley_Golf_Club,blend11,STM202504015053,SalesDayPayout,blend,AUD,0,39.39,-39.39
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,AcquiringService,asIs,AUD,0,2.23,-2.23
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,AcquiringService,blend,AUD,14652.93,286.69,14366.24
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,AcquiringService,interchange,AUD,0,2891.77,-2891.77
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,AcquiringService,ixMarkup,AUD,0,213.11,-213.11
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,AcquiringService,schemeFee,AUD,0,950.51,-950.51
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,NonTransactionalSchemeFee,asIs,AUD,29.96,29.96,0.00
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,ProcessingService,fee,AUD,0,647.37,-647.37
2025-04,OolioGroup,Bepoz_POS_Bridgewater_Inn,blend11,STM202504014940,SalesDayPayout,blend,AUD,0,177.97,-177.97
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,AcquiringService,asIs,AUD,0,4.85,-4.85
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,AcquiringService,blend,AUD,21796.83,822.10,20974.73
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,AcquiringService,interchange,AUD,0,5498.34,-5498.34
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,AcquiringService,ixMarkup,AUD,0,324.24,-324.24
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,AcquiringService,schemeFee,AUD,0,2467.19,-2467.19
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,NonTransactionalSchemeFee,asIs,AUD,63.93,63.93,0.00
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,ProcessingService,fee,AUD,0,1696.80,-1696.80
2025-04,OolioGroup,Bepoz_POS_Brunetti_Classico,blend11,STM202504014942,SalesDayPayout,blend,AUD,0,264.74,-264.74
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,AcquiringService,asIs,AUD,0,1.18,-1.18
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,AcquiringService,blend,AUD,2446.05,161.20,2284.85
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,AcquiringService,interchange,AUD,0,589.02,-589.02
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,AcquiringService,ixMarkup,AUD,0,39.14,-39.14
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,AcquiringService,schemeFee,AUD,0,315.25,-315.25
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,NonTransactionalSchemeFee,asIs,AUD,10.26,10.26,0.00
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,ProcessingService,fee,AUD,0,219.96,-219.96
2025-04,OolioGroup,Bepoz_POS_Burdekin_Hotel,blend11,STM202504014967,SalesDayPayout,blend,AUD,0,29.71,-29.71
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,AcquiringService,asIs,AUD,0,0.38,-0.38
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,AcquiringService,blend,AUD,1048.98,43.61,1005.37
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,AcquiringService,interchange,AUD,0,294.10,-294.10
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,AcquiringService,ixMarkup,AUD,0,17.83,-17.83
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,AcquiringService,schemeFee,AUD,0,136.70,-136.70
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,NonTransactionalSchemeFee,asIs,AUD,3.68,3.68,0.00
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,ProcessingService,fee,AUD,0,104.13,-104.13
2025-04,OolioGroup,Bepoz_POS_Cedarwood_Bakery,blend11,STM202504014919,SalesDayPayout,blend,AUD,0,12.74,-12.74
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,AcquiringService,asIs,AUD,0,1.28,-1.28
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,AcquiringService,blend,AUD,6562.51,543.10,6019.41
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,AcquiringService,interchange,AUD,0,1472.55,-1472.55
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,AcquiringService,ixMarkup,AUD,0,102.14,-102.14
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,AcquiringService,schemeFee,AUD,0,421.99,-421.99
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,NonTransactionalSchemeFee,asIs,AUD,22.58,22.58,0.00
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,ProcessingService,fee,AUD,0,106.38,-106.38
2025-04,OolioGroup,Bepoz_POS_Cinque_Terre_Chadstone,blend11,STM202504015037,SalesDayPayout,blend,AUD,0,79.71,-79.71
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,AcquiringService,asIs,AUD,0,0.04,-0.04
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,AcquiringService,blend,AUD,367.63,0.00,367.63
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,AcquiringService,interchange,AUD,0,127.39,-127.39
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,AcquiringService,ixMarkup,AUD,0,5.48,-5.48
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,AcquiringService,schemeFee,AUD,0,64.14,-64.14
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,NonTransactionalSchemeFee,asIs,AUD,0.11,0.11,0.00
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,ProcessingService,fee,AUD,0,67.53,-67.53
2025-04,OolioGroup,Bepoz_POS_Colac_Football_Netball_Club,blend11,STM202504015002,SalesDayPayout,blend,AUD,0,4.47,-4.47
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,AcquiringService,asIs,AUD,0,1.15,-1.15
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,AcquiringService,blend,AUD,3128.66,64.33,3064.33
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,AcquiringService,interchange,AUD,0,674.35,-674.35
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,AcquiringService,ixMarkup,AUD,0,49.59,-49.59
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,AcquiringService,schemeFee,AUD,0,299.85,-299.85
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,NonTransactionalSchemeFee,asIs,AUD,9.73,9.73,0.00
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,ProcessingService,fee,AUD,0,228.00,-228.00
2025-04,OolioGroup,Bepoz_POS_Cry_Baby_Bar,blend11,STM202504014849,SalesDayPayout,blend,AUD,0,38.00,-38.00
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,AcquiringService,asIs,AUD,0,2.58,-2.58
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,AcquiringService,blend,AUD,6788.92,62.66,6726.26
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,AcquiringService,interchange,AUD,0,1254.86,-1254.86
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,AcquiringService,ixMarkup,AUD,0,86.10,-86.10
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,AcquiringService,schemeFee,AUD,0,487.13,-487.13
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,NonTransactionalSchemeFee,asIs,AUD,13.92,13.92,0.00
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,ProcessingService,fee,AUD,0,353.31,-353.31
2025-04,OolioGroup,Bepoz_POS_Dampier_Mermaid,blend11,STM202504014890,SalesDayPayout,blend,AUD,0,82.46,-82.46
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,AcquiringService,asIs,AUD,0,0.34,-0.34
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,AcquiringService,blend,AUD,1299.22,48.50,1250.72
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,AcquiringService,interchange,AUD,0,365.10,-365.10
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,AcquiringService,ixMarkup,AUD,0,20.99,-20.99
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,AcquiringService,schemeFee,AUD,0,172.29,-172.29
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,NonTransactionalSchemeFee,asIs,AUD,4.70,4.70,0.00
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,ProcessingService,fee,AUD,0,134.61,-134.61
2025-04,OolioGroup,Bepoz_POS_Dusty_Fox,blend11,STM202504015050,SalesDayPayout,blend,AUD,0,15.78,-15.78
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,AcquiringService,asIs,AUD,0,0.30,-0.30
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,AcquiringService,blend,AUD,1616.84,251.02,1365.82
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,AcquiringService,interchange,AUD,0,398.77,-398.77
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,AcquiringService,ixMarkup,AUD,0,27.12,-27.12
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,AcquiringService,schemeFee,AUD,0,102.23,-102.23
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,NonTransactionalSchemeFee,asIs,AUD,7.54,7.54,0.00
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,ProcessingService,fee,AUD,0,30.24,-30.24
2025-04,OolioGroup,Bepoz_POS_Flinders_Lane_Merchants,blend11,STM202504015014,SalesDayPayout,blend,AUD,0,19.64,-19.64
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,AcquiringService,asIs,AUD,0,0.17,-0.17
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,AcquiringService,blend,AUD,704.16,18.49,685.67
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,AcquiringService,interchange,AUD,0,159.66,-159.66
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,AcquiringService,ixMarkup,AUD,0,11.63,-11.63
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,AcquiringService,schemeFee,AUD,0,44.31,-44.31
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,NonTransactionalSchemeFee,asIs,AUD,2.10,2.10,0.00
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,ProcessingService,fee,AUD,0,8.82,-8.82
2025-04,OolioGroup,Bepoz_POS_Fyre_Restaurant,blend11,STM202504014900,SalesDayPayout,blend,AUD,0,8.55,-8.55
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,AcquiringService,asIs,AUD,0,0.60,-0.60
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,AcquiringService,blend,AUD,2106.20,5.18,2101.02
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,AcquiringService,interchange,AUD,0,405.59,-405.59
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,AcquiringService,ixMarkup,AUD,0,28.28,-28.28
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,AcquiringService,schemeFee,AUD,0,160.55,-160.55
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,NonTransactionalSchemeFee,asIs,AUD,6.55,6.55,0.00
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,ProcessingService,fee,AUD,0,134.73,-134.73
2025-04,OolioGroup,Bepoz_POS_Garfield_Hotel,blend08,STM202504015171,SalesDayPayout,blend,AUD,0,28.23,-28.23
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,AcquiringService,asIs,AUD,0,0.14,-0.14
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,AcquiringService,blend,AUD,989.74,168.21,821.53
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,AcquiringService,interchange,AUD,0,230.09,-230.09
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,AcquiringService,ixMarkup,AUD,0,16.59,-16.59
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,AcquiringService,schemeFee,AUD,0,82.72,-82.72
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,NonTransactionalSchemeFee,asIs,AUD,2.55,2.55,0.00
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,ProcessingService,fee,AUD,0,26.85,-26.85
2025-04,OolioGroup,Bepoz_POS_Gazebo,blend11,STM202504014866,SalesDayPayout,blend,AUD,0,12.02,-12.02
2025-04,OolioGroup,Bepoz_POS_Gippsland_Hotel,blend11,STM202504015100,NonTransactionalSchemeFee,asIs,AUD,1.18,1.18,0.00
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,AcquiringService,asIs,AUD,0,0.52,-0.52
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,AcquiringService,blend,AUD,2879.02,155.47,2723.55
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,AcquiringService,interchange,AUD,0,875.65,-875.65
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,AcquiringService,ixMarkup,AUD,0,60.23,-60.23
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,AcquiringService,schemeFee,AUD,0,317.11,-317.11
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,NonTransactionalSchemeFee,asIs,AUD,11.77,11.77,0.00
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,ProcessingService,fee,AUD,0,209.04,-209.04
2025-04,OolioGroup,Bepoz_POS_Grand_Hotel_Richmond,blend05,STM202504015131,SalesDayPayout,blend,AUD,0,41.73,-41.73
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,AcquiringService,asIs,AUD,0,0.16,-0.16
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,AcquiringService,blend,AUD,1492.55,33.24,1459.31
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,AcquiringService,interchange,AUD,0,277.67,-277.67
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,AcquiringService,ixMarkup,AUD,0,20.44,-20.44
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,AcquiringService,schemeFee,AUD,0,106.59,-106.59
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,NonTransactionalSchemeFee,asIs,AUD,4.20,4.20,0.00
2025-04,OolioGroup,Bepoz_POS_Grillin_Greeks,blend11,STM202504015161,ProcessingService,fee,AUD,0,79.86,-79.86
